month,race_id,product,selected_set,actual,stake,pay,hit
2024_04,3520240401020007,TRIO,1-3-7,5-7-2,100,0,0
2024_04,8120240401010001,MKT1,1-5-7,1-3-2,100,0,0
2024_04,8120240401010001,BOX6,1-5-7,1-3-2,600,0,0
2024_04,8120240401010001,TRIO,1-5-7,1-3-2,100,0,0
2024_04,8120240401010002,MKT1,2-3-5,1-7-3,100,0,0
2024_04,8120240401010002,BOX6,2-3-5,1-7-3,600,0,0
2024_04,8120240401010002,TRIO,2-3-5,1-7-3,100,0,0
2024_04,8120240401020002,MKT1,2-4-5,7-4-5,100,0,0
2024_04,8120240401020002,BOX6,2-4-5,7-4-5,600,0,0
2024_04,8120240401020002,TRIO,2-4-5,7-4-5,100,0,0
2024_04,8120240401020003,MKT1,3-4-7,3-1-7,100,0,0
2024_04,8120240401020003,BOX6,3-4-7,3-1-7,600,0,0
2024_04,8120240401020003,TRIO,3-4-7,3-1-7,100,0,0
2024_04,8120240401010004,MKT1,1-3-7,2-7-4,100,0,0
2024_04,8120240401010004,BOX6,1-3-7,2-7-4,600,0,0
2024_04,8120240401010004,TRIO,1-3-7,2-7-4,100,0,0
2024_04,8120240401010005,MKT1,1-3-4,1-4-2,100,0,0
2024_04,8120240401010005,BOX6,1-3-4,1-4-2,600,0,0
2024_04,8120240401010005,TRIO,1-3-4,1-4-2,100,0,0
2024_04,3120240401010001,MKT1,1-2-4,1-5-4,100,0,0
2024_04,3120240401010001,BOX6,1-2-4,1-5-4,600,0,0
2024_04,3120240401010001,TRIO,1-2-4,1-5-4,100,0,0
2024_04,3120240401030001,MKT1,2-3-4,1-5-3,100,0,0
2024_04,3120240401030001,BOX6,2-3-4,1-5-3,600,0,0
2024_04,3120240401030001,TRIO,2-3-4,1-5-3,100,0,0
2024_04,3120240401020002,MKT1,1-2-5,1-6-7,100,0,0
2024_04,3120240401020002,BOX6,1-2-5,1-6-7,600,0,0
2024_04,3120240401020002,TRIO,1-2-5,1-6-7,100,0,0
2024_04,3120240401030002,MKT1,1-3-4,5-4-3,100,0,0
2024_04,3120240401030002,BOX6,1-3-4,5-4-3,600,0,0
2024_04,3120240401030002,TRIO,1-3-4,5-4-3,100,0,0
2024_04,3120240401010003,MKT1,1-3-4,2-3-4,100,0,0
2024_04,3120240401010003,BOX6,1-3-4,2-3-4,600,0,0
2024_04,3120240401010003,TRIO,1-3-4,2-3-4,100,0,0
2024_04,3120240401020003,MKT1,1-3-5,1-3-5,100,5930,1
2024_04,3120240401020003,BOX6,1-3-5,1-3-5,600,5930,1
2024_04,3120240401020003,TRIO,1-3-5,1-3-5,100,1760,1
2024_04,3120240401030003,MKT1,1-3-5,1-5-2,100,0,0
2024_04,3120240401030003,BOX6,1-3-5,1-5-2,600,0,0
2024_04,3120240401030003,TRIO,1-3-5,1-5-2,100,0,0
2024_04,3120240401030005,MKT1,1-2-4,5-4-2,100,0,0
2024_04,3120240401030005,BOX6,1-2-4,5-4-2,600,0,0
2024_04,3120240401030005,TRIO,1-2-4,5-4-2,100,0,0
2024_04,4420240401020001,MKT1,1-2-5,4-3-1,100,0,0
2024_04,4420240401020001,BOX6,1-2-5,4-3-1,600,0,0
2024_04,4420240401020001,TRIO,1-2-5,4-3-1,100,0,0
2024_04,4420240401030001,MKT1,1-2-5,,100,0,0
2024_04,4420240401030001,BOX6,1-2-5,,600,0,0
2024_04,4420240401030001,TRIO,1-2-5,,100,0,0
2024_04,4420240401030002,MKT1,2-3-5,3-1-2,100,0,0
2024_04,4420240401030002,BOX6,2-3-5,3-1-2,600,0,0
2024_04,4420240401030002,TRIO,2-3-5,3-1-2,100,0,0
2024_04,4420240401020005,MKT1,1-3-6,6-7-4,100,0,0
2024_04,4420240401020005,BOX6,1-3-6,6-7-4,600,0,0
2024_04,4420240401020005,TRIO,1-3-6,6-7-4,100,0,0
2024_05,1120240501010001,MKT1,2-3-4,4-2-1,100,0,0
2024_05,1120240501010001,BOX6,2-3-4,4-2-1,600,0,0
2024_05,1120240501010001,TRIO,2-3-4,4-2-1,100,0,0
2024_05,1120240501030001,MKT1,2-3-4,1-4-3,100,0,0
2024_05,1120240501030001,BOX6,2-3-4,1-4-3,600,0,0
2024_05,1120240501030001,TRIO,2-3-4,1-4-3,100,0,0
2024_05,1120240501010002,MKT1,1-3-4,3-2-1,100,0,0
2024_05,1120240501010002,BOX6,1-3-4,3-2-1,600,0,0
2024_05,1120240501010002,TRIO,1-3-4,3-2-1,100,0,0
2024_05,1120240501020002,MKT1,1-3-5,3-2-1,100,0,0
2024_05,1120240501020002,BOX6,1-3-5,3-2-1,600,0,0
2024_05,1120240501020002,TRIO,1-3-5,3-2-1,100,0,0
2024_05,1120240501030002,MKT1,1-3-4,1-2-3,100,0,0
2024_05,1120240501030002,BOX6,1-3-4,1-2-3,600,0,0
2024_05,1120240501030002,TRIO,1-3-4,1-2-3,100,0,0
2024_05,1120240501020003,MKT1,1-3-4,1-4-2,100,0,0
2024_05,1120240501020003,BOX6,1-3-4,1-4-2,600,0,0
2024_05,1120240501020003,TRIO,1-3-4,1-4-2,100,0,0
2024_05,1120240501030003,MKT1,1-3-4,2-1-3,100,0,0
2024_05,1120240501030003,BOX6,1-3-4,2-1-3,600,0,0
2024_05,1120240501030003,TRIO,1-3-4,2-1-3,100,0,0
2024_05,1120240501020004,MKT1,1-2-5,2-1-3,100,0,0
2024_05,1120240501020004,BOX6,1-2-5,2-1-3,600,0,0
2024_05,1120240501020004,TRIO,1-2-5,2-1-3,100,0,0
2024_05,1120240501030004,MKT1,1-2-6,3-2-4,100,0,0
2024_05,1120240501030004,BOX6,1-2-6,3-2-4,600,0,0
2024_05,1120240501030004,TRIO,1-2-6,3-2-4,100,0,0
2024_05,1120240501010006,MKT1,2-3-4,1-5-7,100,0,0
2024_05,1120240501010006,BOX6,2-3-4,1-5-7,600,0,0
2024_05,1120240501010006,TRIO,2-3-4,1-5-7,100,0,0
2024_05,1120240501020006,MKT1,1-2-5,2-4-3,100,0,0
2024_05,1120240501020006,BOX6,1-2-5,2-4-3,600,0,0
2024_05,1120240501020006,TRIO,1-2-5,2-4-3,100,0,0
2024_05,1120240501030006,MKT1,1-2-4,2-1-3,100,0,0
2024_05,1120240501030006,BOX6,1-2-4,2-1-3,600,0,0
2024_05,1120240501030006,TRIO,1-2-4,2-1-3,100,0,0
2024_05,1120240501030007,MKT1,1-3-4,1-4-2,100,0,0
2024_05,1120240501030007,BOX6,1-3-4,1-4-2,600,0,0
2024_05,1120240501030007,TRIO,1-3-4,1-4-2,100,0,0
2024_05,2220240501010001,MKT1,1-3-4,4-5-1,100,0,0
2024_05,2220240501010001,BOX6,1-3-4,4-5-1,600,0,0
2024_05,2220240501010001,TRIO,1-3-4,4-5-1,100,0,0
2024_05,2220240501020001,MKT1,1-2-5,1-2-5,100,0,0
2024_05,2220240501020001,BOX6,1-2-5,1-2-5,600,1290,1
2024_05,2220240501020001,TRIO,1-2-5,1-2-5,100,780,1
2024_05,2220240501030001,MKT1,1-3-4,2-1-3,100,0,0
2024_05,2220240501030001,BOX6,1-3-4,2-1-3,600,0,0
2024_05,2220240501030001,TRIO,1-3-4,2-1-3,100,0,0
2024_05,2220240501020002,MKT1,1-4-6,4-3-5,100,0,0
2024_05,2220240501020002,BOX6,1-4-6,4-3-5,600,0,0
2024_05,2220240501020002,TRIO,1-4-6,4-3-5,100,0,0
2024_05,2220240501020004,MKT1,1-4-5,3-5-1,100,0,0
2024_05,2220240501020004,BOX6,1-4-5,3-5-1,600,0,0
2024_05,2220240501020004,TRIO,1-4-5,3-5-1,100,0,0
2024_05,2220240501020005,MKT1,3-4-5,2-4-5,100,0,0
2024_05,2220240501020005,BOX6,3-4-5,2-4-5,600,0,0
2024_05,2220240501020005,TRIO,3-4-5,2-4-5,100,0,0
2024_05,2220240501030005,MKT1,2-3-4,1-3-5,100,0,0
2024_05,2220240501030005,BOX6,2-3-4,1-3-5,600,0,0
2024_05,2220240501030005,TRIO,2-3-4,1-3-5,100,0,0
2024_05,2220240501020006,MKT1,2-3-5,1-2-3,100,0,0
2024_05,2220240501020006,BOX6,2-3-5,1-2-3,600,0,0
2024_05,2220240501020006,TRIO,2-3-5,1-2-3,100,0,0
2024_05,2220240501030006,MKT1,1-2-4,2-1-4,100,0,0
2024_05,2220240501030006,BOX6,1-2-4,2-1-4,600,2700,1
2024_05,2220240501030006,TRIO,1-2-4,2-1-4,100,1120,1
2024_05,8420240501010001,MKT1,3-5-7,7-3-2,100,0,0
2024_05,8420240501010001,BOX6,3-5-7,7-3-2,600,0,0
2024_05,8420240501010001,TRIO,3-5-7,7-3-2,100,0,0
2024_05,8420240501030001,MKT1,2-3-7,7-1-4,100,0,0
2024_05,8420240501030001,BOX6,2-3-7,7-1-4,600,0,0
2024_05,8420240501030001,TRIO,2-3-7,7-1-4,100,0,0
2024_05,8420240501030003,MKT1,1-4-7,4-2-1,100,0,0
2024_05,8420240501030003,BOX6,1-4-7,4-2-1,600,0,0
2024_05,8420240501030003,TRIO,1-4-7,4-2-1,100,0,0
2024_05,8420240501010004,MKT1,3-5-7,7-2-5,100,0,0
2024_05,8420240501010004,BOX6,3-5-7,7-2-5,600,0,0
2024_05,8420240501010004,TRIO,3-5-7,7-2-5,100,0,0
2024_05,8420240501020004,MKT1,2-3-4,5-3-7,100,0,0
2024_05,8420240501020004,BOX6,2-3-4,5-3-7,600,0,0
2024_05,8420240501020004,TRIO,2-3-4,5-3-7,100,0,0
2024_05,8420240501010005,MKT1,3-4-7,1-4-7,100,0,0
2024_05,8420240501010005,BOX6,3-4-7,1-4-7,600,0,0
2024_05,8420240501010005,TRIO,3-4-7,1-4-7,100,0,0
2024_05,8420240501020005,MKT1,3-4-7,3-7-5,100,0,0
2024_05,8420240501020005,BOX6,3-4-7,3-7-5,600,0,0
2024_05,8420240501020005,TRIO,3-4-7,3-7-5,100,0,0
2024_05,8420240501020006,MKT1,2-3-7,3-7-6,100,0,0
2024_05,8420240501020006,BOX6,2-3-7,3-7-6,600,0,0
2024_05,8420240501020006,TRIO,2-3-7,3-7-6,100,0,0
2024_05,8420240501030006,MKT1,1-2-4,5-1-2,100,0,0
2024_05,8420240501030006,BOX6,1-2-4,5-1-2,600,0,0
2024_05,8420240501030006,TRIO,1-2-4,5-1-2,100,0,0
2024_05,8420240501010007,MKT1,2-3-4,2-4-7,100,0,0
2024_05,8420240501010007,BOX6,2-3-4,2-4-7,600,0,0
2024_05,8420240501010007,TRIO,2-3-4,2-4-7,100,0,0
2024_05,8420240501020007,MKT1,1-3-7,3-2-7,100,0,0
2024_05,8420240501020007,BOX6,1-3-7,3-2-7,600,0,0
2024_05,8420240501020007,TRIO,1-3-7,3-2-7,100,0,0
2024_05,8420240501030007,MKT1,1-2-5,1-4-2,100,0,0
2024_05,8420240501030007,BOX6,1-2-5,1-4-2,600,0,0
2024_05,8420240501030007,TRIO,1-2-5,1-4-2,100,0,0
2024_05,6120240501030005,MKT1,1-4-7,1-7-6,100,0,0
2024_05,6120240501030005,BOX6,1-4-7,1-7-6,600,0,0
2024_05,6120240501030005,TRIO,1-4-7,1-7-6,100,0,0
2024_05,6120240501010006,MKT1,1-2-3,4-1-2,100,0,0
2024_05,6120240501010006,BOX6,1-2-3,4-1-2,600,0,0
2024_05,6120240501010006,TRIO,1-2-3,4-1-2,100,0,0
2024_05,6120240501020006,MKT1,1-2-5,2-6-7,100,0,0
2024_05,6120240501020006,BOX6,1-2-5,2-6-7,600,0,0
2024_05,6120240501020006,TRIO,1-2-5,2-6-7,100,0,0
2024_05,6120240501030006,MKT1,2-3-5,1-2-5,100,0,0
2024_05,6120240501030006,BOX6,2-3-5,1-2-5,600,0,0
2024_05,6120240501030006,TRIO,2-3-5,1-2-5,100,0,0
2024_05,6120240501010007,MKT1,3-5-7,7-2-5,100,0,0
2024_05,6120240501010007,BOX6,3-5-7,7-2-5,600,0,0
2024_05,6120240501010007,TRIO,3-5-7,7-2-5,100,0,0
2024_05,6120240501020007,MKT1,1-3-7,2-1-7,100,0,0
2024_05,6120240501020007,BOX6,1-3-7,2-1-7,600,0,0
2024_05,6120240501020007,TRIO,1-3-7,2-1-7,100,0,0
2024_05,6120240501010008,MKT1,3-4-7,1-4-5,100,0,0
2024_05,6120240501010008,BOX6,3-4-7,1-4-5,600,0,0
2024_05,6120240501010008,TRIO,3-4-7,1-4-5,100,0,0
2024_05,6120240501020008,MKT1,2-4-5,7-2-4,100,0,0
2024_05,6120240501020008,BOX6,2-4-5,7-2-4,600,0,0
2024_05,6120240501020008,TRIO,2-4-5,7-2-4,100,0,0
2024_05,6120240501030008,MKT1,1-2-3,2-4-7,100,0,0
2024_05,6120240501030008,BOX6,1-2-3,2-4-7,600,0,0
2024_05,6120240501030008,TRIO,1-2-3,2-4-7,100,0,0
2024_05,6120240501010009,MKT1,4-5-7,3-1-2,100,0,0
2024_05,6120240501010009,BOX6,4-5-7,3-1-2,600,0,0
2024_05,6120240501010009,TRIO,4-5-7,3-1-2,100,0,0
2024_05,6120240501020009,MKT1,1-3-7,3-2-5,100,0,0
2024_05,6120240501020009,BOX6,1-3-7,3-2-5,600,0,0
2024_05,6120240501020009,TRIO,1-3-7,3-2-5,100,0,0
2024_05,6120240501030009,MKT1,1-3-7,1-2-3,100,0,0
2024_05,6120240501030009,BOX6,1-3-7,1-2-3,600,0,0
2024_05,6120240501030009,TRIO,1-3-7,1-2-3,100,0,0
2024_05,6120240501020010,MKT1,1-3-7,3-2-1,100,0,0
2024_05,6120240501020010,BOX6,1-3-7,3-2-1,600,0,0
2024_05,6120240501020010,TRIO,1-3-7,3-2-1,100,0,0
2024_05,6120240501030010,MKT1,1-2-5,1-4-2,100,0,0
2024_05,6120240501030010,BOX6,1-2-5,1-4-2,600,0,0
2024_05,6120240501030010,TRIO,1-2-5,1-4-2,100,0,0
2024_06,1220240601020001,MKT1,1-2-3,3-5-7,100,0,0
2024_06,1220240601020001,BOX6,1-2-3,3-5-7,600,0,0
2024_06,1220240601020001,TRIO,1-2-3,3-5-7,100,0,0
2024_06,1220240601030002,MKT1,1-4-7,1-4-3,100,0,0
2024_06,1220240601030002,BOX6,1-4-7,1-4-3,600,0,0
2024_06,1220240601030002,TRIO,1-4-7,1-4-3,100,0,0
2024_06,1220240601020003,MKT1,3-4-7,7-4-5,100,0,0
2024_06,1220240601020003,BOX6,3-4-7,7-4-5,600,0,0
2024_06,1220240601020003,TRIO,3-4-7,7-4-5,100,0,0
2024_06,1220240601030003,MKT1,4-5-7,2-7-5,100,0,0
2024_06,1220240601030003,BOX6,4-5-7,2-7-5,600,0,0
2024_06,1220240601030003,TRIO,4-5-7,2-7-5,100,0,0
2024_06,1220240601020004,MKT1,2-3-7,2-7-1,100,0,0
2024_06,1220240601020004,BOX6,2-3-7,2-7-1,600,0,0
2024_06,1220240601020004,TRIO,2-3-7,2-7-1,100,0,0
2024_06,1220240601010005,MKT1,3-5-7,2-5-6,100,0,0
2024_06,1220240601010005,BOX6,3-5-7,2-5-6,600,0,0
2024_06,1220240601010005,TRIO,3-5-7,2-5-6,100,0,0
2024_06,1220240601030005,MKT1,2-4-7,4-5-3,100,0,0
2024_06,1220240601030005,BOX6,2-4-7,4-5-3,600,0,0
2024_06,1220240601030005,TRIO,2-4-7,4-5-3,100,0,0
2024_06,1220240601020006,MKT1,1-2-7,3-2-7,100,0,0
2024_06,1220240601020006,BOX6,1-2-7,3-2-7,600,0,0
2024_06,1220240601020006,TRIO,1-2-7,3-2-7,100,0,0
2024_06,1220240601030006,MKT1,1-2-4,6-4-3,100,0,0
2024_06,1220240601030006,BOX6,1-2-4,6-4-3,600,0,0
2024_06,1220240601030006,TRIO,1-2-4,6-4-3,100,0,0
2024_06,1220240601010007,MKT1,4-5-7,1-3-4,100,0,0
2024_06,1220240601010007,BOX6,4-5-7,1-3-4,600,0,0
2024_06,1220240601010007,TRIO,4-5-7,1-3-4,100,0,0
2024_06,1220240601030007,MKT1,3-4-7,2-5-3,100,0,0
2024_06,1220240601030007,BOX6,3-4-7,2-5-3,600,0,0
2024_06,1220240601030007,TRIO,3-4-7,2-5-3,100,0,0
2024_06,8620240601030008,MKT1,2-4-7,4-2-1,100,0,0
2024_06,8620240601030008,BOX6,2-4-7,4-2-1,600,0,0
2024_06,8620240601030008,TRIO,2-4-7,4-2-1,100,0,0
2024_06,8620240601020009,MKT1,2-4-7,4-7-2,100,0,0
2024_06,8620240601020009,BOX6,2-4-7,4-7-2,600,670,1
2024_06,8620240601020009,TRIO,2-4-7,4-7-2,100,140,1
2024_06,8620240601030009,MKT1,2-5-7,1-5-3,100,0,0
2024_06,8620240601030009,BOX6,2-5-7,1-5-3,600,0,0
2024_06,8620240601030009,TRIO,2-5-7,1-5-3,100,0,0
2024_06,8620240601010010,MKT1,2-3-7,3-2-5,100,0,0
2024_06,8620240601010010,BOX6,2-3-7,3-2-5,600,0,0
2024_06,8620240601010010,TRIO,2-3-7,3-2-5,100,0,0
2024_06,8620240601010011,MKT1,3-4-5,2-7-4,100,0,0
2024_06,8620240601010011,BOX6,3-4-5,2-7-4,600,0,0
2024_06,8620240601010011,TRIO,3-4-5,2-7-4,100,0,0
2024_06,8620240601020011,MKT1,3-5-7,4-5-2,100,0,0
2024_06,8620240601020011,BOX6,3-5-7,4-5-2,600,0,0
2024_06,8620240601020011,TRIO,3-5-7,4-5-2,100,0,0
2024_06,8620240601020012,MKT1,4-5-7,4-7-1,100,0,0
2024_06,8620240601020012,BOX6,4-5-7,4-7-1,600,0,0
2024_06,8620240601020012,TRIO,4-5-7,4-7-1,100,0,0
2024_06,4320240601030008,MKT1,1-3-4,5-3-4,100,0,0
2024_06,4320240601030008,BOX6,1-3-4,5-3-4,600,0,0
2024_06,4320240601030008,TRIO,1-3-4,5-3-4,100,0,0
2024_06,4320240601010009,MKT1,2-3-7,1-7-3,100,0,0
2024_06,4320240601010009,BOX6,2-3-7,1-7-3,600,0,0
2024_06,4320240601010009,TRIO,2-3-7,1-7-3,100,0,0
2024_06,4320240601020009,MKT1,3-4-7,1-4-3,100,0,0
2024_06,4320240601020009,BOX6,3-4-7,1-4-3,600,0,0
2024_06,4320240601020009,TRIO,3-4-7,1-4-3,100,0,0
2024_06,4320240601030009,MKT1,1-2-7,7-4-5,100,0,0
2024_06,4320240601030009,BOX6,1-2-7,7-4-5,600,0,0
2024_06,4320240601030009,TRIO,1-2-7,7-4-5,100,0,0
2024_06,4320240601010010,MKT1,1-5-7,1-4-5,100,0,0
2024_06,4320240601010010,BOX6,1-5-7,1-4-5,600,0,0
2024_06,4320240601010010,TRIO,1-5-7,1-4-5,100,0,0
2024_06,4320240601020010,MKT1,3-5-7,4-7-2,100,0,0
2024_06,4320240601020010,BOX6,3-5-7,4-7-2,600,0,0
2024_06,4320240601020010,TRIO,3-5-7,4-7-2,100,0,0
2024_06,5420240601010001,MKT1,2-3-5,5-1-4,100,0,0
2024_06,5420240601010001,BOX6,2-3-5,5-1-4,600,0,0
2024_06,5420240601010001,TRIO,2-3-5,5-1-4,100,0,0
2024_06,5420240601020001,MKT1,3-4-5,5-6-7,100,0,0
2024_06,5420240601020001,BOX6,3-4-5,5-6-7,600,0,0
2024_06,5420240601020001,TRIO,3-4-5,5-6-7,100,0,0
2024_06,5420240601030001,MKT1,2-4-5,1-5-4,100,0,0
2024_06,5420240601030001,BOX6,2-4-5,1-5-4,600,0,0
2024_06,5420240601030001,TRIO,2-4-5,1-5-4,100,0,0
2024_06,5420240601020002,MKT1,1-5-7,5-3-7,100,0,0
2024_06,5420240601020002,BOX6,1-5-7,5-3-7,600,0,0
2024_06,5420240601020002,TRIO,1-5-7,5-3-7,100,0,0
2024_06,5420240601010003,MKT1,2-4-5,7-5-4,100,0,0
2024_06,5420240601010003,BOX6,2-4-5,7-5-4,600,0,0
2024_06,5420240601010003,TRIO,2-4-5,7-5-4,100,0,0
2024_06,5420240601010004,MKT1,4-5-7,1-7-5,100,0,0
2024_06,5420240601010004,BOX6,4-5-7,1-7-5,600,0,0
2024_06,5420240601010004,TRIO,4-5-7,1-7-5,100,0,0
2024_06,5420240601030004,MKT1,4-5-7,4-3-6,100,0,0
2024_06,5420240601030004,BOX6,4-5-7,4-3-6,600,0,0
2024_06,5420240601030004,TRIO,4-5-7,4-3-6,100,0,0
2024_06,5420240601020005,MKT1,1-4-5,1-5-4,100,4240,1
2024_06,5420240601020005,BOX6,1-4-5,1-5-4,600,4240,1
2024_06,5420240601020005,TRIO,1-4-5,1-5-4,100,950,1
2024_06,5320240601010002,MKT1,2-3-4,1-4-2,100,0,0
2024_06,5320240601010002,BOX6,2-3-4,1-4-2,600,0,0
2024_06,5320240601010002,TRIO,2-3-4,1-4-2,100,0,0
2024_06,5320240601020002,MKT1,2-4-6,2-1-4,100,0,0
2024_06,5320240601020002,BOX6,2-4-6,2-1-4,600,0,0
2024_06,5320240601020002,TRIO,2-4-6,2-1-4,100,0,0
2024_06,5320240601030002,MKT1,1-5-6,1-3-2,100,0,0
2024_06,5320240601030002,BOX6,1-5-6,1-3-2,600,0,0
2024_06,5320240601030002,TRIO,1-5-6,1-3-2,100,0,0
2024_06,5320240601010003,MKT1,1-2-3,1-5-2,100,0,0
2024_06,5320240601010003,BOX6,1-2-3,1-5-2,600,0,0
2024_06,5320240601010003,TRIO,1-2-3,1-5-2,100,0,0
2024_06,5320240601020003,MKT1,1-2-3,6-5-4,100,0,0
2024_06,5320240601020003,BOX6,1-2-3,6-5-4,600,0,0
2024_06,5320240601020003,TRIO,1-2-3,6-5-4,100,0,0
2024_06,5320240601030003,MKT1,1-2-3,2-5-1,100,0,0
2024_06,5320240601030003,BOX6,1-2-3,2-5-1,600,0,0
2024_06,5320240601030003,TRIO,1-2-3,2-5-1,100,0,0
2024_06,5320240601010004,MKT1,1-3-5,2-1-5,100,0,0
2024_06,5320240601010004,BOX6,1-3-5,2-1-5,600,0,0
2024_06,5320240601010004,TRIO,1-3-5,2-1-5,100,0,0
2024_06,5320240601020004,MKT1,1-3-5,2-5-1,100,0,0
2024_06,5320240601020004,BOX6,1-3-5,2-5-1,600,0,0
2024_06,5320240601020004,TRIO,1-3-5,2-5-1,100,0,0
2024_06,5320240601030004,MKT1,1-3-5,2-1-7,100,0,0
2024_06,5320240601030004,BOX6,1-3-5,2-1-7,600,0,0
2024_06,5320240601030004,TRIO,1-3-5,2-1-7,100,0,0
2024_07,8620240701020001,MKT1,2-4-5,5-4-1,100,0,0
2024_07,8620240701020001,BOX6,2-4-5,5-4-1,600,0,0
2024_07,8620240701020001,TRIO,2-4-5,5-4-1,100,0,0
2024_07,8620240701030001,MKT1,1-4-7,6-1-2,100,0,0
2024_07,8620240701030001,BOX6,1-4-7,6-1-2,600,0,0
2024_07,8620240701030001,TRIO,1-4-7,6-1-2,100,0,0
2024_07,8620240701010003,MKT1,1-5-7,5-1-3,100,0,0
2024_07,8620240701010003,BOX6,1-5-7,5-1-3,600,0,0
2024_07,8620240701010003,TRIO,1-5-7,5-1-3,100,0,0
2024_07,8620240701020003,MKT1,1-2-3,5-2-4,100,0,0
2024_07,8620240701020003,BOX6,1-2-3,5-2-4,600,0,0
2024_07,8620240701020003,TRIO,1-2-3,5-2-4,100,0,0
2024_07,8620240701010004,MKT1,1-2-3,1-5-3,100,0,0
2024_07,8620240701010004,BOX6,1-2-3,1-5-3,600,0,0
2024_07,8620240701010004,TRIO,1-2-3,1-5-3,100,0,0
2024_07,8620240701030004,MKT1,4-5-7,7-4-2,100,0,0
2024_07,8620240701030004,BOX6,4-5-7,7-4-2,600,0,0
2024_07,8620240701030004,TRIO,4-5-7,7-4-2,100,0,0
2024_07,8620240701010005,MKT1,1-2-7,1-6-3,100,0,0
2024_07,8620240701010005,BOX6,1-2-7,1-6-3,600,0,0
2024_07,8620240701010005,TRIO,1-2-7,1-6-3,100,0,0
2024_07,8620240701030005,MKT1,1-2-3,1-3-2,100,0,0
2024_07,8620240701030005,BOX6,1-2-3,1-3-2,600,10110,1
2024_07,8620240701030005,TRIO,1-2-3,1-3-2,100,1920,1
2024_07,8620240701010007,MKT1,2-4-7,7-6-1,100,0,0
2024_07,8620240701010007,BOX6,2-4-7,7-6-1,600,0,0
2024_07,8620240701010007,TRIO,2-4-7,7-6-1,100,0,0
2024_07,8620240701030007,MKT1,1-2-7,5-1-7,100,0,0
2024_07,8620240701030007,BOX6,1-2-7,5-1-7,600,0,0
2024_07,8620240701030007,TRIO,1-2-7,5-1-7,100,0,0
2024_07,3720240701010001,MKT1,1-4-5,1-4-5,100,4810,1
2024_07,3720240701010001,BOX6,1-4-5,1-4-5,600,4810,1
2024_07,3720240701010001,TRIO,1-4-5,1-4-5,100,1270,1
2024_07,3720240701020001,MKT1,1-4-5,1-7-2,100,0,0
2024_07,3720240701020001,BOX6,1-4-5,1-7-2,600,0,0
2024_07,3720240701020001,TRIO,1-4-5,1-7-2,100,0,0
2024_07,3720240701020002,MKT1,2-3-4,2-3-7,100,0,0
2024_07,3720240701020002,BOX6,2-3-4,2-3-7,600,0,0
2024_07,3720240701020002,TRIO,2-3-4,2-3-7,100,0,0
2024_07,3720240701020003,MKT1,2-3-4,2-1-3,100,0,0
2024_07,3720240701020003,BOX6,2-3-4,2-1-3,600,0,0
2024_07,3720240701020003,TRIO,2-3-4,2-1-3,100,0,0
2024_07,3720240701030004,MKT1,1-4-6,1-7-2,100,0,0
2024_07,3720240701030004,BOX6,1-4-6,1-7-2,600,0,0
2024_07,3720240701030004,TRIO,1-4-6,1-7-2,100,0,0
2024_07,3720240701020005,MKT1,1-3-4,2-5-6,100,0,0
2024_07,3720240701020005,BOX6,1-3-4,2-5-6,600,0,0
2024_07,3720240701020005,TRIO,1-3-4,2-5-6,100,0,0
2024_07,3720240701010007,MKT1,1-2-7,4-3-5,100,0,0
2024_07,3720240701010007,BOX6,1-2-7,4-3-5,600,0,0
2024_07,3720240701010007,TRIO,1-2-7,4-3-5,100,0,0
2024_07,3720240701020007,MKT1,1-2-3,2-1-7,100,0,0
2024_07,3720240701020007,BOX6,1-2-3,2-1-7,600,0,0
2024_07,3720240701020007,TRIO,1-2-3,2-1-7,100,0,0
2024_07,3720240701030007,MKT1,1-2-5,3-5-1,100,0,0
2024_07,3720240701030007,BOX6,1-2-5,3-5-1,600,0,0
2024_07,3720240701030007,TRIO,1-2-5,3-5-1,100,0,0
2024_07,4520240701030001,MKT1,2-3-7,1-2-3,100,0,0
2024_07,4520240701030001,BOX6,2-3-7,1-2-3,600,0,0
2024_07,4520240701030001,TRIO,2-3-7,1-2-3,100,0,0
2024_07,4520240701010002,MKT1,1-5-7,4-5-7,100,0,0
2024_07,4520240701010002,BOX6,1-5-7,4-5-7,600,0,0
2024_07,4520240701010002,TRIO,1-5-7,4-5-7,100,0,0
2024_07,4520240701020002,MKT1,1-5-7,5-1-2,100,0,0
2024_07,4520240701020002,BOX6,1-5-7,5-1-2,600,0,0
2024_07,4520240701020002,TRIO,1-5-7,5-1-2,100,0,0
2024_07,4520240701020004,MKT1,1-3-5,6-3-5,100,0,0
2024_07,4520240701020004,BOX6,1-3-5,6-3-5,600,0,0
2024_07,4520240701020004,TRIO,1-3-5,6-3-5,100,0,0
2024_07,2420240703030002,MKT1,1-3-4,3-1-4,100,0,0
2024_07,2420240703030002,BOX6,1-3-4,3-1-4,600,1480,1
2024_07,2420240703030002,TRIO,1-3-4,3-1-4,100,890,1
2024_07,2420240703020003,MKT1,3-5-7,7-1-2,100,0,0
2024_07,2420240703020003,BOX6,3-5-7,7-1-2,600,0,0
2024_07,2420240703020003,TRIO,3-5-7,7-1-2,100,0,0
2024_07,2420240703020004,MKT1,1-3-5,1-5-3,100,0,0
2024_07,2420240703020004,BOX6,1-3-5,1-5-3,600,870,1
