month,race_id,trio_key,group_score_percentile,role_ok,top3_spread,unordered_role_set,group_market_p,effective_group_odds,entropy_norm,hhi,rank1_conditional_share,rank6_conditional_share,rank1_to_rank6_share_ratio,group_hit,winner_odds_rank,rank1_exact_hit,rank1_posted_odds,rank1_order,rank1_exact_market_p,race_uid
2022_01,4720220101010008,1-2-3,0.3142857142857143,1,0,BANTE+BANTE+RYO,0.022655429785403382,44.13952899910501,0.9834177295956648,0.177094069432786,0.24587043671187528,0.12550122860625135,1.9591078066914496,0,,0,134.5,3-1-2,0.0055703004152323566,2022_01|4720220101010008
2022_01,4720220101010009,3-4-7,0.4,1,0,RYO+RYO+RYO,0.006151981426599199,162.54925537914013,0.8946023901013607,0.23176600716708634,0.31075302502303676,0.06582436636333956,4.720942140296979,0,,0,390.6,7-3-4,0.0019117468382012382,2022_01|4720220101010009
2022_01,4720220101010009,3-5-7,0.22857142857142856,1,0,BANTE+RYO+RYO,0.013135764791976801,76.12803790539782,0.9388016996582572,0.20512276853332145,0.30318379450379035,0.08786238248757448,3.4506666666666668,0,,0,187.5,7-5-3,0.003982551013340819,2022_01|4720220101010009
2022_01,4720220101030009,3-5-7,0.2571428571428571,1,0,BANTE+BANTE+RYO,0.05549633276181696,18.01920866180239,0.9280433184908004,0.21157391411084955,0.30170322142468375,0.08700731611408621,3.4675615212527964,0,,0,44.7,7-3-5,0.016743422371496394,2022_01|4720220101030009
2022_01,4720220101010010,3-4-5,0.4,1,0,BANTE+BANTE+BANTE,0.006897917175457541,144.9712970689112,0.8855200246439048,0.2369008670527042,0.319129375381181,0.060805316344452284,5.248379493223335,0,,0,339.4,5-3-4,0.0022013279996348856,2022_01|4720220101010010
2022_01,4720220101010011,3-4-7,0.22857142857142856,1,0,BANTE+BANTE+RYO,0.004536500945473836,220.43420954154575,0.9052489523627196,0.23045816652289758,0.37341714250590147,0.06880252490208363,5.42737556561086,0,,0,442.0,3-4-7,0.0016940072200341601,2022_01|4720220101010011
2022_01,4420220101030005,1-2-6,0.22857142857142856,1,0,BANTE+BANTE+RYO,0.06505009001427572,15.372768889029095,0.812286058109511,0.28573673006433753,0.38608814668218316,0.045332650792470675,8.516778523489934,0,,0,29.8,1-2-6,0.025115068695120903,2022_01|4420220101030005
2022_01,4420220101020007,2-4-5,0.4,1,0,BANTE+BANTE+BANTE,0.01737641674235944,57.54926431766829,0.8858025871629794,0.23869270400540038,0.36935700707052704,0.05861294904151552,6.301628106255355,0,,0,116.7,2-4-5,0.00641810128156808,2022_01|4420220101020007
2022_01,4420220101020008,1-3-7,0.2857142857142857,1,0,BANTE+BANTE+RYO,0.008332343630532695,120.01425341312634,0.9164785285187484,0.21747265181605968,0.3238984339831767,0.06904262095809711,4.691282420749278,0,,0,277.6,1-3-7,0.0026988330533392365,2022_01|4420220101020008
2022_01,7120220101010001,1-3-4,0.37142857142857144,1,0,RYO+RYO+RYO,0.02928444676471409,34.14781942218341,0.8926350213289662,0.2338087665783677,0.33824674937876714,0.061351467171419406,5.513262599469495,0,,0,75.4,1-3-4,0.009905368925520094,2022_01|7120220101010001
2022_01,7120220101010001,3-4-5,0.3142857142857143,1,0,BANTE+RYO+RYO,0.013820217058948989,72.35776368305815,0.9773733841103527,0.1805759691319154,0.24732937267979097,0.1158196912356072,2.1354691075514878,0,,0,218.5,5-3-4,0.003418145615488399,2022_01|7120220101010001
2022_01,7120220101020001,4-5-7,0.4,1,0,BANTE+RYO+RYO,0.03824607582922476,26.146473286963353,0.9639409766467029,0.1894988141549763,0.2622828979078307,0.1118074524795667,2.3458445040214477,0,,0,74.6,7-4-5,0.010031291602091711,2022_01|7120220101020001
2022_01,7120220101030001,2-4-7,0.3142857142857143,1,0,BANTE+BANTE+RYO,0.07399746113673425,13.513977164056703,0.739342792501563,0.36864158498093585,0.5655896866031993,0.042466675294451625,13.318435754189943,0,,0,17.9,2-4-7,0.041852200853757945,2022_01|7120220101030001
2022_01,7120220101030001,4-5-7,0.4,1,0,BANTE+BANTE+BANTE,0.02122060474132068,47.12401046954161,0.9361462829663431,0.20599962490842147,0.2939480396884652,0.08339985723265927,3.5245628642797673,0,,0,120.1,5-7-4,0.006237755164714964,2022_01|7120220101030001
2022_01,7120220101030003,4-5-7,0.34285714285714286,1,0,BANTE+BANTE+RYO,0.00819794076305029,121.98185238263663,0.8045365214889723,0.29131292147612065,0.4303718636111533,0.04006447770849888,10.741981132075473,0,,0,212.0,4-7-5,0.0035281630439677938,2022_01|7120220101030003
2022_01,3620220102010005,1-2-3,0.4,1,0,BANTE+BANTE+RYO,0.010665030269204873,93.76438460634155,0.8641843829297244,0.2526894519931763,0.3712031904346666,0.05727863442229257,6.4806571277159515,0,,0,188.7,3-1-2,0.00395889326201114,2022_01|3620220102010005
